"","sex","age","degree","income","income_vs_average","satisfication","happy","health"
"314","Female",44,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"315","Male",35,"Bachelors","More than $25000","Average","More of less satisfied","Not too happy","Good"
"316","Female",41,"Graduate","More than $25000","Above average","Pretty well satisfied","Not too happy","Good"
"317","Male",42,"Hight school","More than $25000","Average","More of less satisfied","Not too happy","Good"
"318","Female",41,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"319","Female",34,"Hight school","under $1000","Below average","More of less satisfied","Pretty happy","Fair"
"320","Female",43,"Hight school","More than $25000","Far above average","Not satisfied at all","Not too happy","Fair"
"321","Female",46,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"322","Male",59,"Hight school","$10000-$14999","Average","Pretty well satisfied","Very happy","Fair"
"323","Female",67,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Excellent"
"324","Male",32,"Less than high school","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"325","Female",29,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"326","Female",71,"associate/junior college","More than $25000","Average","Pretty well satisfied","Not too happy","Good"
"327","Male",64,"associate/junior college","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"328","Male",73,"associate/junior college","More than $25000","Average","Pretty well satisfied","Pretty happy","Fair"
"329","Female",77,"Bachelors","More than $25000","Average","Pretty well satisfied","Not too happy","Good"
"330","Female",70,"Graduate","More than $25000","Average","Pretty well satisfied","Not too happy","Fair"
"331","Female",72,"associate/junior college","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"332","Male",36,"Less than high school","More than $25000","Below average","Not satisfied at all","Pretty happy","Fair"
"333","Female",67,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Fair"
"334","Female",41,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"335","Male",34,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Excellent"
"336","Female",64,"Graduate","More than $25000","Above average","More of less satisfied","Not too happy","Fair"
"337","Female",49,"Graduate","More than $25000","Far above average","Pretty well satisfied","Not too happy","Good"
"338","Male",67,"Bachelors","$10000-$14999","Below average","Not satisfied at all","Not too happy","Poor"
"339","Female",33,"associate/junior college","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"340","Female",33,"associate/junior college","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"341","Male",40,"Hight school","$10000-$14999","Below average","Not satisfied at all","Not too happy","Good"
"342","Female",62,"Hight school","$20000-$24999","Below average","Not satisfied at all","Pretty happy","Good"
"343","Male",51,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"344","Female",53,"Bachelors","More than $25000","Average","Pretty well satisfied","Not too happy","Good"
"345","Female",33,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"346","Female",53,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"347","Male",46,"associate/junior college","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"348","Male",72,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"349","Male",63,"Graduate","More than $25000","Above average","Pretty well satisfied","Very happy","Excellent"
"350","Female",70,"associate/junior college","$15000-$19999","Below average","More of less satisfied","Pretty happy","Fair"
"351","Female",71,"Less than high school","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"352","Male",46,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"353","Female",36,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"354","Male",72,"Hight school","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"355","Female",42,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"356","Female",69,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"357","Male",44,"Bachelors","More than $25000","Above average","More of less satisfied","Not too happy","Good"
"358","Female",43,"Graduate","More than $25000","Above average","Pretty well satisfied","Very happy","Excellent"
"359","Female",39,"Hight school","$20000-$24999","Average","Not satisfied at all","Pretty happy","Good"
"360","Male",75,"Graduate","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"361","Male",28,"Bachelors","More than $25000","Above average","Not satisfied at all","Not too happy","Good"
"362","Female",21,"Hight school","$10000-$14999","Below average","Not satisfied at all","Not too happy","Fair"
"363","Female",56,"associate/junior college","under $1000","Far above average","Not satisfied at all","Pretty happy","Fair"
"364","Female",56,"associate/junior college","$5000-$5999","Below average","More of less satisfied","Pretty happy","Fair"
"365","Male",37,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Excellent"
"366","Female",34,"Hight school","More than $25000","Far below average","More of less satisfied","Pretty happy","Fair"
"367","Female",37,"associate/junior college","More than $25000","Average","More of less satisfied","Not too happy","Good"
"368","Male",49,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Excellent"
"369","Female",70,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Excellent"
"370","Female",78,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"371","Female",74,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"372","Female",23,"Hight school","$7000-$7999","Average","More of less satisfied","Pretty happy","Good"
"373","Female",76,"Bachelors","More than $25000","Average","More of less satisfied","Not too happy","Good"
"374","Male",79,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Fair"
"375","Female",66,"associate/junior college","More than $25000","Below average","More of less satisfied","Pretty happy","Fair"
"376","Female",22,"associate/junior college","$15000-$19999","Below average","Not satisfied at all","Pretty happy","Good"
"377","Male",54,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"378","Female",54,"Hight school","More than $25000","Below average","More of less satisfied","Very happy","Good"
"379","Female",39,"Hight school","$9000-$9999","Below average","More of less satisfied","Pretty happy","Good"
"380","Male",38,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"381","Female",42,"Graduate","More than $25000","Average","Pretty well satisfied","Very happy","Excellent"
"382","Female",43,"Graduate","under $1000","Below average","Not satisfied at all","Not too happy","Good"
"383","Female",37,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"384","Male",36,"Hight school","$10000-$14999","Far below average","Not satisfied at all","Not too happy","Fair"
"385","Female",62,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"386","Female",60,"Hight school","$20000-$24999","Far below average","Not satisfied at all","Not too happy","Fair"
"387","Female",80,"Bachelors","$3000-$3999","Below average","More of less satisfied","Pretty happy","Good"
"388","Female",80,"Graduate","More than $25000","Average","Pretty well satisfied","Very happy","Excellent"
"389","Male",71,"Bachelors","More than $25000","Average","Pretty well satisfied","Very happy","Good"
"390","Female",62,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"391","Female",29,"Graduate","$3000-$3999","Far below average","Pretty well satisfied","Very happy","Excellent"
"392","Male",34,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"393","Female",66,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Fair"
"394","Female",52,"Less than high school","$10000-$14999","Far below average","Not satisfied at all","Not too happy","Poor"
"395","Male",65,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"396","Male",42,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"397","Female",53,"associate/junior college","More than $25000","Below average","Not satisfied at all","Pretty happy","Excellent"
"398","Male",74,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"399","Female",41,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"400","Female",28,"associate/junior college","More than $25000","Far below average","Not satisfied at all","Pretty happy","Good"
"401","Female",32,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Fair"
"402","Female",41,"associate/junior college","More than $25000","Average","Not satisfied at all","Not too happy","Fair"
"403","Female",49,"Hight school","$1000-$2999","Average","Pretty well satisfied","Not too happy","Good"
"404","Female",76,"Hight school","More than $25000","Average","More of less satisfied","Not too happy","Fair"
